15715	0.23072114922383355		1.0
15477	0.12202279185611142		0.9130434782608695
8797	0.11219744291004394		0.8461538461538461
10145	0.07212872361168954		0.7391304347826086
4247	0.05878615638218064		0.64
14615	0.029554869326480573		0.5714285714285714
12244	0.02602611835694024		0.47540983606557374
20106	0.02194073583682094		0.43283582089552236
19568	0.021352182353508397		0.4246575342465753
4752	0.01764998531840455		0.4025974025974026
17802	0.01758502097085436		0.3333333333333333
14105	0.01678545024855914		0.3409090909090909
20825	0.01565057516282048		0.2826086956521739
7492	0.014793404187263989		0.2653061224489796
13241	0.01425572336329774		0.22772277227722773
14767	0.013574082191386425		0.19230769230769232
17902	0.012085401858662354		0.17757009345794392
10889	0.011970372623885863		0.18181818181818182
17677	0.010733361045347384		0.16071428571428573
2571	0.008792647972400626		0.22580645161290322
5154	0.008236794026990141		0.216
12904	0.008049143460588631		0.1968503937007874
15136	0.005272352059411666		0.1937984496124031
17767	0.0051307266634981075		0.18461538461538463
18133	0.004172732242142892		0.20588235294117646
10146	0.003970315735571695		0.2413793103448276
2906	0.003389067421489924		0.23809523809523808
2335	0.002941502018954283		0.42
15875	0.0025550797428012632		0.4158415841584158
14709	0.0024857137862085974		0.4444444444444444
9138	0.0022793417021768204		0.6038961038961039
18456	0.002219562181694286		0.6231003039513677
5687	0.002181456423174731		0.625
9715	0.0020708569973452986		0.6342857142857142
1995	0.0019156146356282494		0.6296296296296297
7707	0.0015604820907598382		0.6292134831460674
9470	0.0015153889381738905		0.6308539944903582
5649	0.001481744279524982		0.6273972602739726
3596	0.001329013518466459		0.6205962059620597
1028	0.0012759218970393588		0.6085790884718498
22393	0.0010922771793982562		0.596816976127321
4614	0.0010604509149932271		0.5842105263157895
12381	0.0008593891450514447		0.5970149253731343
5206	0.0008566486348356582		0.6121495327102804
1906	0.0008530984683521872		0.6137931034482759
11986	0.0007926257927060241		0.6280087527352297
7979	0.0007829032366097899		0.6506024096385542
19937	0.0007767132078987285		0.6603053435114504
14275	0.0007700324102902393		0.6534839924670434
3489	0.0007488714753847303		0.6502732240437158
15991	0.0007328649158376549		0.6462093862815884
8505	0.0007134081028069187		0.6954612005856515
2654	0.0006393425509022177		0.696969696969697
